Date,005930.KS
2023-11-15,68712.671875
2023-11-16,69283.703125
2023-11-17,68998.1875
2023-11-20,69188.5234375
2023-11-21,69283.703125
2023-11-22,69283.703125
2023-11-23,68903.0078125
2023-11-24,68236.828125
2023-11-27,67856.140625
2023-11-28,69188.5234375
2023-11-29,69188.5234375
2023-11-30,69283.703125
2023-12-01,68522.3359375
2023-12-04,69093.3515625
2023-12-05,67760.96875
2023-12-06,68236.828125
2023-12-07,68046.4921875
2023-12-08,69093.3515625
2023-12-11,69474.0390625
2023-12-12,69949.8828125
2023-12-13,69283.703125
2023-12-14,69569.203125
2023-12-15,69759.546875
2023-12-18,69378.8515625
2023-12-19,69854.71875
2023-12-20,71187.0859375
2023-12-21,71377.4296875
2023-12-22,72233.96875
2023-12-26,72900.140625
2023-12-27,74584.03125
2023-12-28,75062.140625
2024-01-02,76113.9609375
2024-01-03,73627.828125
2024-01-04,73245.34375
2024-01-05,73245.34375
2024-01-08,73149.7265625
2024-01-09,71428.546875
2024-01-10,70376.71875
2024-01-11,69994.234375
2024-01-12,69898.625
2024-01-15,70663.59375
2024-01-16,69420.5234375
2024-01-17,67890.59375
2024-01-18,68559.9296875
2024-01-19,71428.546875
2024-01-22,71811.046875
2024-01-23,71906.6484375
2024-01-24,70759.2109375
2024-01-25,70854.828125
2024-01-26,70185.4921875
2024-01-29,71141.6796875
2024-01-30,71046.0703125
2024-01-31,69516.140625
2024-02-01,70376.71875
2024-02-02,71906.6484375
2024-02-05,71046.0703125
2024-02-06,71141.6796875
2024-02-07,71715.40625
2024-02-08,70854.828125
2024-02-13,71906.6484375
2024-02-14,70759.2109375
2024-02-15,69994.234375
2024-02-16,69611.765625
2024-02-19,70567.9609375
2024-02-20,70089.859375
2024-02-21,69803.0
2024-02-22,69898.625
2024-02-23,69707.390625
2024-02-26,69611.765625
2024-02-27,69707.390625
2024-02-28,69994.234375
2024-02-29,70185.4921875
2024-03-04,71619.796875
2024-03-05,70472.34375
2024-03-06,69707.390625
2024-03-07,69038.03125
2024-03-08,70089.859375
2024-03-11,69229.28125
2024-03-12,70089.859375
2024-03-13,70854.828125
2024-03-14,71046.0703125
2024-03-15,69133.65625
2024-03-18,69611.765625
2024-03-19,69611.765625
2024-03-20,73532.2109375
2024-03-21,75827.09375
2024-03-22,75444.6171875
2024-03-25,74775.2734375
2024-03-26,76400.8125
2024-03-27,76305.203125
2024-03-28,77612.5078125
2024-03-29,79149.390625
2024-04-01,78765.1640625
2024-04-02,81646.828125
2024-04-03,80782.328125
2024-04-04,81935.0
2024-04-05,81166.5546875
2024-04-08,81166.5546875
